Geneid,Chr,Start,End,Strand,Length,TSS,Length,genebody,TSS per kb,gb per kb,Pause index
FBgn0028480,X,10367802,10368302,+,501,1854,15132,453,3700.5988,29.9365583,123.614704
FBgn0000395,2R,21379214,21379714,-,501,3469,23450,1314,6924.1517,56.0341151,123.570287
FBgn0033913,2R,14219648,14220148,+,501,1451,9723,228,2896.20758,23.4495526,123.50801
FBgn0038679,3R,19096711,19097211,+,501,541,33969,297,1079.84032,8.74326592,123.505373
FBgn0002576,X,9284399,9284899,+,501,418,17988,122,834.331337,6.78229931,123.016001
FBgn0003016,2L,14689090,14689590,-,501,3208,89145,4693,6403.19361,52.6445678,121.630662
FBgn0286204,3R,8962787,8963287,-,501,2238,11792,434,4467.06587,36.8046133,121.372444
FBgn0016013,3L,4073704,4074204,-,501,658,923,10,1313.37325,10.8342362,121.224351
FBgn0030904,X,18243034,18243534,-,501,594,1631,16,1185.62874,9.80993256,120.86003
FBgn0264746,3L,18073613,18074113,-,501,842,502,7,1680.63872,13.9442231,120.525806
FBgn0262473,3R,26798791,26799291,+,501,1537,42363,1081,3067.86427,25.5175507,120.225656
FBgn0000180,2L,9984395,9984895,+,501,3303,9894,543,6592.81437,54.8817465,120.127634
FBgn0063499,2R,18398269,18398769,-,501,1494,882,22,2982.03593,24.9433107,119.552531
FBgn0031016,X,19352931,19353431,+,501,2515,117734,4969,5019.96008,42.2053103,118.941433
FBgn0028563,2R,8082726,8083226,+,501,672,3176,36,1341.31737,11.3350126,118.333999
FBgn0264562,X,1941690,1942190,+,501,1150,65017,1263,2295.40918,19.4256887,118.163594
FBgn0010246,3L,1318230,1318730,+,501,1883,10138,324,3758.48303,31.9589663,117.603398
FBgn0032006,2L,8239628,8240128,-,501,2956,17899,900,5900.1996,50.2821387,117.341859
FBgn0023407,2L,13549078,13549578,-,501,3942,47705,3208,7868.26347,67.2466199,117.006081
FBgn0037166,3L,22470306,22470806,+,501,840,1954,28,1676.64671,14.3295803,117.005988
FBgn0259173,3L,7156823,7157323,-,501,3175,13083,714,6337.32535,54.5746388,116.122167
FBgn0014859,2L,20714338,20714838,-,501,490,30127,254,978.043912,8.43097554,116.006019
FBgn0010415,2R,21480926,21481426,-,501,2663,87775,4039,5315.36926,46.0153802,115.512884
FBgn0053207,3R,15665933,15666433,+,501,4071,23331,1653,8125.7485,70.8499421,114.689557
FBgn0000636,2L,18319852,18320352,+,501,3318,72340,4181,6622.75449,57.7965165,114.587434
FBgn0032707,2L,18732274,18732774,-,501,339,17072,101,676.646707,5.91611996,114.373392
FBgn0039756,3R,30202748,30203248,-,501,1288,5639,127,2570.85828,22.5217237,114.150156
FBgn0023526,X,2293161,2293661,-,501,2694,14381,679,5377.24551,47.2150754,113.888318
FBgn0259740,3R,10849575,10850075,+,501,1657,964,28,3307.38523,29.0456432,113.868549
FBgn0038652,3R,18794919,18795419,-,501,502,34934,308,1001.99601,8.81662564,113.648469
FBgn0053147,2R,18717864,18718364,+,501,294,35562,184,586.826347,5.1740622,113.416949
FBgn0029863,X,6303725,6304225,+,501,414,1771,13,826.347305,7.3404856,112.573929
FBgn0039637,3R,29123120,29123620,+,501,2746,3878,189,5481.03792,48.7364621,112.462778
FBgn0027539,3R,24813762,24814262,-,501,3013,7568,405,6013.97206,53.5147992,112.379606
FBgn0261244,X,13783464,13783964,+,501,2942,26780,1402,5872.25549,52.3525019,112.167619
FBgn0031645,2L,4891862,4892362,+,501,3412,10778,655,6810.37924,60.7719428,112.06453
FBgn0015609,2L,17778090,17778590,-,501,3158,130288,7332,6303.39321,56.2753285,112.009887
FBgn0004878,3R,5716555,5717055,-,501,2520,2831,128,5029.94012,45.2137054,111.248129
FBgn0039776,3R,30465800,30466300,+,501,2451,18750,825,4892.21557,44,111.186717
FBgn0035533,3L,4363852,4364352,-,501,3051,40612,2235,6089.82036,55.0329952,110.657622
FBgn0260866,2R,22592714,22593214,-,501,1948,28813,1027,3888.22355,35.6436331,109.086062
FBgn0053138,2R,13171151,13171651,+,501,2325,2396,102,4640.71856,42.5709516,109.011389
FBgn0038419,3R,16348976,16349476,-,501,1634,2402,72,3261.47705,29.9750208,108.806498
FBgn0266457,X,21519767,21520267,-,501,1376,22492,570,2746.50699,25.3423439,108.376202
FBgn0261550,3R,20309094,20309594,+,501,2238,13853,571,4467.06587,41.2185086,108.375243
FBgn0026593,3L,2191971,2192471,-,501,1573,2062,60,3139.72056,29.0979631,107.90173
FBgn0082585,2R,11397182,11397682,-,501,1560,11690,338,3113.77246,28.9136014,107.692308
FBgn0037153,3L,22135840,22136340,+,501,2967,110613,6107,5922.15569,55.2105087,107.265009
FBgn0013718,3L,14190620,14191120,+,501,2800,41381,2159,5588.82236,52.1737029,107.119527
FBgn0038755,3R,20008262,20008762,-,501,2325,78236,3397,4640.71856,43.419909,106.87997
FBgn0265194,2R,15309118,15309618,-,501,2800,45561,2388,5588.82236,52.4132482,106.629956
FBgn0033212,2R,7698652,7699152,-,501,2248,21363,903,4487.02595,42.2693442,106.153195
FBgn0261260,X,9499879,9500379,-,501,4650,140634,12365,9281.43713,87.9232618,105.56293
FBgn0286071,3R,15475943,15476443,-,501,2684,32948,1674,5357.28543,50.8073328,105.443154
FBgn0051637,2L,6498397,6498897,+,501,2260,27350,1171,4510.97804,42.8153565,105.358881
FBgn0261053,3R,10826829,10827329,+,501,2882,20952,1144,5752.49501,54.6009927,105.355136
FBgn0262582,3R,20252520,20253020,+,501,2991,50173,2858,5970.05988,56.9629083,104.806093
FBgn0027611,2L,10457408,10457908,+,501,2551,3815,186,5091.81637,48.7549148,104.436986
FBgn0053094,3R,20832549,20833049,+,501,2500,6320,306,4990.01996,48.4177215,103.06185
FBgn0031632,2L,4821524,4822024,+,501,2164,6172,259,4319.36128,41.9637071,102.93088
FBgn0033635,2R,11435993,11436493,+,501,508,4974,49,1013.97206,9.85122638,102.92851
FBgn0086370,3R,16186749,16187249,+,501,3091,9586,577,6169.66068,60.1919466,102.49977
FBgn0004133,2R,7586829,7587329,-,501,3812,5592,416,7608.78244,74.3919886,102.279595
FBgn0036196,3L,11708303,11708803,-,501,1034,8058,163,2063.87226,20.2283445,102.028728
FBgn0039283,3R,25137822,25138322,+,501,737,832,12,1471.05788,14.4230769,101.993347
FBgn0035983,3L,9398977,9399477,-,501,2984,11401,666,5956.08782,58.4159284,101.959996
FBgn0035501,3L,4148446,4148946,+,501,1119,2778,61,2233.53293,21.9582433,101.717287
FBgn0286782,2R,8985650,8986150,-,501,402,15555,123,802.39521,7.90742527,101.473638
FBgn0086408,2R,22807610,22808110,+,501,242,7134,34,483.033932,4.76590973,101.351884
FBgn0259150,X,5662611,5663111,-,501,238,11295,53,475.0499,4.69234174,101.239408
FBgn0003380,X,18062997,18063497,-,501,355,137941,979,708.582834,7.09723722,99.839249
FBgn0032029,2L,8370204,8370704,+,501,1944,2797,109,3880.23952,38.9703253,99.569082
FBgn0029003,X,6012931,6013431,-,501,198,3999,16,395.209581,4.00100025,98.7776946
FBgn0031855,2L,6742252,6742752,+,501,326,12632,84,650.698603,6.64977834,97.8526756
FBgn0002773,3R,30174301,30174801,-,501,1065,2114,46,2125.7485,21.7596973,97.6920073
FBgn0050158,2R,6891510,6892010,+,501,454,29854,278,906.187625,9.31198499,97.31412
FBgn0020414,2L,16450657,16451157,+,501,1110,3288,75,2215.56886,22.810219,97.1305389
FBgn0000317,2L,15057612,15058112,-,501,1451,11900,355,2896.20758,29.8319328,97.0841416
FBgn0032840,2L,20027665,20028165,+,501,308,27459,174,614.770459,6.3367202,97.0171381
FBgn0038853,3R,21097577,21098077,-,501,1619,13785,461,3231.53693,33.4421473,96.6306649
FBgn0015400,2L,11581687,11582187,+,501,2281,43947,2071,4552.89421,47.124946,96.6132506
FBgn0033252,2R,8065304,8065804,-,501,469,12475,121,936.127745,9.6993988,96.5139968
FBgn0030941,X,18634658,18635158,-,501,3699,9867,756,7383.23353,76.6190331,96.362917
FBgn0050015,2R,10874521,10875021,-,501,4532,34670,3263,9045.90818,94.1159504,96.1145071
FBgn0035452,3L,3611942,3612442,+,501,3648,2053,156,7281.43713,75.9863614,95.8255796
FBgn0038407,3R,16202833,16203333,-,501,1066,4084,91,2127.74451,22.2820764,95.4913031
FBgn0032078,2L,8950966,8951466,-,501,303,6762,43,604.790419,6.35906537,95.1068096
FBgn0011666,3R,25515868,25516368,+,501,3266,91306,6304,6518.96208,69.0425602,94.419472
FBgn0003301,X,14825823,14826323,-,501,2571,37596,2046,5131.73653,54.4206831,94.2975398
FBgn0015229,3R,21856016,21856516,-,501,2441,4573,237,4872.25549,51.8259348,94.0119171
FBgn0032120,2L,9495224,9495724,+,501,2271,24223,1168,4532.93413,48.2186352,94.0079311
FBgn0038897,3R,21739855,21740355,+,501,155,3327,11,309.381238,3.30628194,93.5737616
FBgn0261556,3L,20198067,20198567,-,501,2286,47704,2327,4562.87425,48.7799765,93.5399026
FBgn0283531,2L,2829998,2830498,-,501,3477,13279,986,6940.11976,74.2525793,93.4663796
FBgn0000723,3R,9394296,9394796,-,501,3402,25944,1891,6790.41916,72.8877582,93.1626836
FBgn0263118,3R,26440528,26441028,+,501,841,7214,130,1678.64271,18.0205157,93.151758
FBgn0262160,2L,13059890,13060390,-,501,3597,37273,2873,7179.64072,77.0799238,93.145405
FBgn0086898,2R,10819634,10820134,-,501,868,2848,53,1732.53493,18.6095506,93.0992355
FBgn0264975,X,8517123,8517623,+,501,2791,36798,2206,5570.85828,59.9489103,92.9267648
FBgn0000536,X,16278078,16278578,+,501,1835,6291,248,3662.67465,39.4213956,92.9108316
FBgn0024732,2R,12044362,12044862,+,501,2029,4561,199,4049.9002,43.6307827,92.8220845
FBgn0003149,3L,8745060,8745560,-,501,539,11453,133,1075.8483,11.6126779,92.6442904
FBgn0004876,3R,19094020,19094520,-,501,3653,48389,3812,7291.41717,78.7782347,92.5562396
FBgn0266100,3L,11938622,11939122,-,501,391,87228,737,780.439122,8.44912184,92.3692588
FBgn0034067,2R,16017487,16017987,+,501,2481,5891,316,4952.09581,53.6411475,92.318976
FBgn0036494,3L,15336442,15336942,+,501,167,6624,24,333.333333,3.62318841,92
FBgn0033446,2R,9819803,9820303,-,501,239,8080,42,477.045908,5.1980198,91.7745461
FBgn0004507,2L,2130563,2131063,+,501,2011,5484,240,4013.97206,43.7636761,91.7192615
FBgn0033438,2R,9683608,9684108,-,501,1486,71720,2324,2966.06786,32.4037925,91.53459
FBgn0052666,X,11492885,11493385,+,501,2882,60911,3852,5752.49501,63.2398089,90.9631941
FBgn0030331,X,11723996,11724496,+,501,48,11372,12,95.8083832,1.05522336,90.7944112
FBgn0014135,3R,19836567,19837067,-,501,4148,41745,3815,8279.44112,91.3881902,90.5964009
FBgn0003888,2R,24305631,24306131,+,501,3773,6219,517,7530.93812,83.1323364,90.5897567
FBgn0261648,2L,11445364,11445864,-,501,211,10304,48,421.157685,4.65838509,90.4085163
FBgn0034583,2R,21072539,21073039,-,501,2218,1422,70,4427.14571,49.2264416,89.9343028
FBgn0266918,3L,3070589,3071089,-,501,4261,13932,1318,8504.99002,94.6023543,89.9025197
FBgn0035710,3L,6703271,6703771,-,501,3198,13195,937,6383.23353,71.0117469,89.8898255
FBgn0050418,2R,24243005,24243505,+,501,436,10840,105,870.259481,9.68634686,89.8439312
FBgn0035477,3L,3942460,3942960,+,501,1753,3569,140,3499.002,39.2266741,89.199558
FBgn0266064,3R,15147281,15147781,-,501,2389,4689,251,4768.46307,53.5295372,89.0809695
FBgn0266369,2L,20922626,20923126,-,501,1780,2783,111,3552.89421,39.8850162,89.0784197
FBgn0051436,3R,25303887,25304387,+,501,433,515,5,864.271457,9.70873786,89.0199601
FBgn0050147,2R,20617967,20618467,-,501,2489,10337,579,4968.06387,56.0123827,88.6958139
FBgn0019662,3L,7348063,7348563,+,501,2585,4310,251,5159.68064,58.2366589,88.5985002
FBgn0053208,3R,10042645,10043145,-,501,2561,40342,2330,5111.77645,57.7561846,88.5061311
FBgn0001994,2L,16287480,16287980,-,501,3537,23175,1852,7059.88024,79.9137001,88.3438038
FBgn0004880,3L,3983646,3984146,+,501,311,9108,64,620.758483,7.02678964,88.3416916
FBgn0031850,2L,6708836,6709336,-,501,266,21296,129,530.938124,6.05747558,87.6500642
FBgn0039644,3R,29157872,29158372,+,501,2043,5845,272,4077.84431,46.5355004,87.6286765
FBgn0039431,3R,26534967,26535467,-,501,1457,64140,2133,2908.18363,33.2553789,87.4500226
FBgn0037144,3L,21954860,21955360,+,501,747,1932,33,1491.01796,17.0807453,87.2923244
FBgn0037518,3R,7793819,7794319,+,501,685,1531,24,1367.26547,15.6760287,87.220143
FBgn0040238,3R,10170237,10170737,-,501,3602,8024,663,7189.62076,82.6271186,87.0128461
FBgn0052082,3L,11135799,11136299,+,501,1780,26936,1101,3552.89421,40.8746659,86.9216698
FBgn0003390,X,6779409,6779909,-,501,1960,7197,326,3912.17565,45.2966514,86.3678777
FBgn0031374,2L,1884372,1884872,+,501,3054,58668,4142,6095.80838,70.6006682,86.3420778
FBgn0030841,X,17452293,17452793,-,501,675,2554,40,1347.30539,15.6617071,86.0254491
FBgn0263930,3L,8827255,8827755,+,501,3264,62688,4750,6514.97006,75.7720776,85.9811459
FBgn0031488,2L,2999036,2999536,+,501,3057,15784,1122,6101.79641,71.0846427,85.8384621
FBgn0030976,X,18900160,18900660,+,501,741,10434,180,1479.04192,17.2512938,85.7351297
FBgn0030529,X,13822057,13822557,-,501,3446,8337,677,6878.24351,81.2042701,84.7029781
FBgn0264491,3R,22041941,22042441,+,501,1590,36131,1356,3173.65269,37.5300988,84.5628654
FBgn0033128,2R,7028661,7029161,+,501,382,3323,30,762.47505,9.02798676,84.4568197
FBgn0032821,2L,19791632,19792132,-,501,2224,16009,843,4439.12176,52.6578799,84.3011865
FBgn0259244,3R,16502520,16503020,+,501,2261,67594,3620,4512.97405,53.5550493,84.267947
FBgn0039827,3R,31196666,31197166,+,501,631,5807,87,1259.48104,14.9819184,84.0667401
FBgn0003867,3R,21782286,21782786,-,501,184,3423,15,367.265469,4.38212095,83.80998
FBgn0037290,3R,4965195,4965695,+,501,493,2041,24,984.031936,11.7589417,83.6837159
FBgn0037973,3R,11980140,11980640,-,501,820,817,16,1636.72655,19.5838433,83.5753493
FBgn0051935,2L,1610907,1611407,-,501,150,15336,55,299.401198,3.58633281,83.4839412
FBgn0262624,3L,1885407,1885907,+,501,287,4806,33,572.854291,6.86641698,83.4284159
FBgn0000233,X,9693936,9694436,+,501,88,2373,5,175.648703,2.10703751,83.3628743
FBgn0038773,3R,20114588,20115088,+,501,256,1302,8,510.978044,6.14439324,83.1616766
FBgn0037614,3R,8715993,8716493,+,501,1000,4078,98,1996.00798,24.0313879,83.058373
FBgn0022710,X,15554028,15554528,-,501,1128,42402,1152,2251.49701,27.1685298,82.871507
FBgn0000157,2R,24814572,24815072,+,501,251,19846,120,500.998004,6.0465585,82.8567199
FBgn0041604,3L,14632351,14632851,+,501,3646,38009,3341,7277.44511,87.9002342,82.7921015
FBgn0039738,3R,30021971,30022471,-,501,1762,5709,243,3516.96607,42.564372,82.6269929
FBgn0259224,3L,3472197,3472697,+,501,389,37449,352,776.447106,9.39944992,82.60559
FBgn0026439,2L,9333317,9333817,+,501,392,7359,70,782.43513,9.51216198,82.2562874
FBgn0031952,2L,7810453,7810953,-,501,2265,8036,443,4520.95808,55.1269288,82.0099755
FBgn0261545,2R,12704922,12705422,+,501,2969,45374,3284,5926.1477,72.3762507,81.8797278
FBgn0030512,X,13718035,13718535,-,501,316,32906,254,630.738523,7.71895703,81.7129206
FBgn0031037,X,19604949,19605449,+,501,3390,5215,432,6766.46707,82.8379674,81.6831615
FBgn0033194,2R,7566559,7567059,+,501,2398,12867,755,4786.42715,58.6772363,81.5721299
FBgn0037374,3R,5779065,5779565,+,501,656,994,16,1309.38124,16.0965795,81.3453094
FBgn0285955,3R,14481463,14481963,-,501,3031,89031,6626,6049.9002,74.4235154,81.2901697
FBgn0010762,3L,10664489,10664989,+,501,2420,24996,1489,4830.33932,59.5695311,81.0874155
FBgn0004359,3R,26881484,26881984,+,501,1575,28264,1098,3143.71257,38.8480045,80.9233991
FBgn0044323,2L,8030471,8030971,+,501,603,9106,136,1203.59281,14.9352076,80.5876189
FBgn0029155,3R,27151412,27151912,+,501,2522,4942,310,5033.93214,62.7276406,80.2506213
FBgn0052676,X,10744693,10745193,-,501,3005,32781,2459,5998.00399,75.0129648,79.9595644
FBgn0029922,X,6908027,6908527,+,501,272,59553,407,542.914172,6.83424848,79.4402154
FBgn0033739,2R,12437095,12437595,+,501,1741,14572,638,3475.0499,43.7825968,79.3705755
FBgn0266903,2L,4371053,4371553,-,501,23,8615,5,45.9081836,0.58038305,79.0998004
FBgn0011722,2L,6423060,6423560,-,501,161,7132,29,321.357285,4.06618059,79.0317296
FBgn0023095,3L,13228442,13228942,+,501,3237,49951,4099,6461.07784,82.0604192,78.7356183
FBgn0000183,2L,17472965,17473465,-,501,1889,12611,604,3770.45908,47.8946951,78.7239395
FBgn0264495,3R,6406605,6407105,+,501,2326,41420,2452,4642.71457,59.1984549,78.4262796
FBgn0259227,3R,11655899,11656399,+,501,2218,16826,950,4427.14571,56.4602401,78.4117407
FBgn0010905,3L,2554042,2554542,-,501,2865,48048,3520,5718.56287,73.2600733,78.0583832
FBgn0004449,3L,22407613,22408113,-,501,1230,113820,3589,2455.08982,31.5322439,77.859661
FBgn0283494,2R,24023957,24024457,+,501,813,671,14,1622.75449,20.8643815,77.7763045
FBgn0038286,3R,15095381,15095881,-,501,3267,15312,1284,6520.95808,83.8557994,77.7639487
FBgn0039075,3R,23384527,23385027,-,501,747,7850,151,1491.01796,19.2356688,77.5131855
FBgn0011656,2R,9958608,9959108,-,501,1457,44363,1666,2908.18363,37.5538174,77.4404265
FBgn0035432,3L,3303458,3303958,+,501,2515,9302,603,5019.96008,64.8247689,77.4389198
FBgn0263395,2R,19178488,19178988,+,501,2174,47456,2663,4339.32136,56.1151382,77.3288901
FBgn0039492,3R,27150819,27151319,-,501,2948,25311,1933,5884.23154,76.3699577,77.0490349
FBgn0032943,2L,21344357,21344857,+,501,1906,12665,627,3804.39122,49.506514,76.8462756
FBgn0030964,X,18832432,18832932,+,501,313,9220,75,624.750499,8.13449024,76.8026613
FBgn0264006,3L,13902986,13903486,-,501,3311,34823,2999,6608.78244,86.1212417,76.738123
FBgn0037443,3R,6405645,6406145,-,501,2843,15734,1166,5674.6507,74.1070294,76.5737171
FBgn0050421,2R,24743499,24743999,+,501,1640,12228,524,3273.45309,42.8524697,76.3889016
FBgn0039590,3R,28634849,28635349,-,501,2127,26161,1455,4245.50898,55.61714,76.3345433
FBgn0031998,2L,8204882,8205382,-,501,615,3668,59,1227.54491,16.08506,76.3158429
FBgn0283471,X,18116672,18117172,-,501,336,10355,91,670.658683,8.78802511,76.3150622
FBgn0026239,3R,18983775,18984275,+,501,3209,37412,3142,6405.18962,83.9837485,76.2670128
FBgn0015589,3R,28844498,28844998,-,501,1592,11448,477,3177.64471,41.6666667,76.2634731
FBgn0032587,2L,16532627,16533127,-,501,2898,23800,1806,5784.43114,75.8823529,76.2289375
FBgn0010238,2R,12452940,12453440,+,501,2957,11441,891,5902.19561,77.8778079,75.7879012
FBgn0030347,X,11873069,11873569,+,501,920,1028,25,1836.32735,24.3190661,75.5097804
FBgn0004390,3L,9855035,9855535,-,501,3012,15193,1219,6011.97605,80.2343184,74.9302314
FBgn0031689,2L,5210210,5210710,+,501,152,986,4,303.393214,4.05679513,74.7864271
FBgn0010051,3R,5516867,5517367,+,501,2769,21295,1574,5526.94611,73.9140643,74.7752969
FBgn0029791,X,5698307,5698807,+,501,424,9077,103,846.307385,11.3473615,74.5818654
FBgn0263289,3R,26536100,26536600,+,501,1087,66702,1942,2169.66068,29.1145693,74.5214761
FBgn0039749,3R,30160223,30160723,-,501,237,6452,41,473.053892,6.35461872,74.4425296
FBgn0262738,X,4322376,4322876,+,501,665,41783,747,1327.34531,17.8780844,74.2442692
FBgn0027335,X,18647398,18647898,-,501,2064,11007,611,4119.76048,55.5101299,74.2163725
FBgn0000273,2L,9699047,9699547,-,501,1787,15983,769,3566.86627,48.1136207,74.1342309
FBgn0031100,X,20330122,20330622,-,501,221,27358,163,441.117764,5.95803787,74.0374221
FBgn0264502,X,10905517,10906017,+,501,281,16670,127,560.878244,7.6184763,73.6207899
FBgn0067783,3R,20557417,20557917,-,501,953,4283,112,1902.19561,26.1498949,72.7419981
FBgn0031646,2L,4906512,4907012,-,501,1152,1898,60,2299.4012,31.6122234,72.7377246
FBgn0019932,2L,10339207,10339707,+,501,1598,1047,46,3189.62076,43.9350525,72.598542
FBgn0027585,2R,8735560,8736060,+,501,211,22781,133,421.157685,5.8381985,72.1382948
FBgn0010194,X,18505155,18505655,-,501,3574,3005,298,7133.73253,99.1680532,71.9357928
FBgn0262103,2R,18687882,18688382,+,501,1862,16674,862,3716.56687,51.6972532,71.890993
FBgn0263974,3R,18590777,18591277,+,501,275,58111,444,548.902196,7.64054998,71.8406655
FBgn0033388,2R,9164717,9165217,-,501,316,1931,17,630.738523,8.80372864,71.6444758
FBgn0265413,X,9078249,9078749,-,501,2735,7182,548,5459.08184,76.3018658,71.5458499
FBgn0033236,2R,7955632,7956132,-,501,1276,12840,459,2546.90619,35.7476636,71.2467875
FBgn0033809,2R,13218997,13219497,-,501,770,2589,56,1536.92615,21.629973,71.0553892
FBgn0000635,X,4205843,4206343,-,501,2048,72207,4158,4087.82435,57.5844447,70.9883437
FBgn0003392,X,15891866,15892366,+,501,2091,13601,802,4173.65269,58.9662525,70.780362
FBgn0036272,3L,12277001,12277501,-,501,1446,4596,188,2886.22754,40.9051349,70.5590521
FBgn0267336,3R,9874431,9874931,+,501,1757,119684,5953,3506.98603,49.7393135,70.5073267
FBgn0000542,X,3811448,3811948,+,501,4493,44924,5718,8968.06387,127.281631,70.4584298
FBgn0045064,2L,20066141,20066641,+,501,896,6329,161,1788.42315,25.4384579,70.3039139
FBgn0004858,2L,14409299,14409799,-,501,2743,17922,1396,5475.0499,77.8930923,70.2892868
